id;name;activ;discShort;discLong;addres;oktmo;fcp;actions;startBuild;endBuild;finValue;curator;telephone;workHours;email;siteUrl;typeObject;typeSport;latitude;longitude;scaleMap;photoUrl
20660;Спортивный комплекс ДЮСШ «Орел-Карат»;Y;В последние годы в Орловской области благодаря деятельности грамотных специалистов и тренеров возросла популярность карат\ как вида спорта. В настоящее время в ДЮСШ &quot Орёл-Карат&quot  занимаются более 400 юношей и девушек. Филиалы открыты в районных центрах и сельских поселениях: г.Ливны, г. Мценск, пос.Кромы, пос.Стрелецкий, пос.Знаменка и др. За последние 10 лет спортсмены спортивной школы добились значительных успехов на всероссийской и международной аренах. Спортсмены школы регулярно входят в составы спортивных сборных команд России по каратэ, являются победителями и призёрами официальных всероссийских и международных соревнований.;При строительстве использовались типовые технологические решения.;Орловская область, г. Орёл, ул. Советская, 34;54701000;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2008;22.12.2011;56205600;Менеджер Управления физической культуры и спорта Орловской области - Боев Дмитрий Васильевич;(4862) 54-33-67, 54-42-95;;dvboev@mail.ru;www.orelkarat.ru;зал спортивный;каратэ;36.0798;52.9714;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=20660
20858;Физкультурно-оздоровительный комплекс;Y;Физкультурно-оздоровительный комплекс рассчитан на проведение физкультурно-оздоровительных занятий всех возрастных групп населения, с появлением которого планируется увеличить популярность игровых видов спорта. Деятельность комплекса направлена на физкультурно-оздоровительную и воспитательную работу среди детей и подростков, на укрепление их здоровья и всестороннее физическое развитие.;При строительстве использовались типовые технологические решения. Строительство ФОКа производится согласно проектной документации.;Новгородская область, г. Малая Вишера, ул. Мерецкова, 5;49620101;Развитие ФК и спорта в РФ (2006-2015);строительство;11.02.2014;01.08.2016;80645900;;;13:00-15:00;mvkomfks@yandex.ru;;многофункциональный спортивный комплекс;бадминтон, баскетбол, волейбол, дзюдо, флорбол;32.2393;58.8502;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=20858
20961;Футбольное поле ДЮСШ;Y;С завершением строительства&nbsp &nbsp футбольного поля в северных районах Республики Карелия&nbsp &nbsp появилась возможность проведения межмуниципальных&nbsp &nbsp и республиканских соревнований по&nbsp &nbsp футболу.;Подготовлено основание, закуплено искусственное покрытие с комплектующими материалами. По климатическим условиям  завершение строительство в 2015 году.;Республика Карелия, г. Кемь, ул. Каменева, 20/а;86612101;Развитие ФК и спорта в РФ (2006-2015);строительство;;30.12.2015;25334000;;;;pushkina@gockomsportrk.ru;;стадион;футбол;34.5997;64.9502;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=20961
21321;Межшкольный стадион;Y;Объект, обеспечивающий потребности населения в приобретении, получении жизненно – важных услуг &#40 физкультурно-оздоровительных и развлекательных в качестве досуговых занятий&#41  Даты крупных соревнований и значимых событий: 1 –я половина мая 2015 г. –  открытие стадиона.;Футбольное поле с искусственным газоном, овальные беговые дорожки, беговые дорожки по прямой, гимнастический комплекс, сектор для прыжков в длину и тройных прыжков, универсальная спортивная площадка &#40 спортивное покрытие «Универсум – спорт»&#41 , хоккейная коробка, сборно–разборные трибуны;Пермский край, с. Кочево, ул. М. Горького;57819408;Развитие ФК и спорта в РФ (2006-2015);строительство;08.07.2014;04.05.2015;15100000;Главный специалист по делам молодежи и спорта управления культуры - Вавилина И.И.;8 (34293) 91174;;uprkult_v@list.ru;;стадион;баскетбол, волейбол, лёгкая атлетика, мини-футбол, хоккей;54.3118;59.602;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21321
21393;ДЮСШ по футболу «Олимп»;Y;Объект предназначен для организации учебно-тренировочного процесса для воспитанников ДЮСШ, проведения уроков физической культуры учащихся МБОУ «Гимназия», проведения спортивно-массовых мероприятий по месту жительства для местных жителей микрорайонов Чусовского района и проведение занятий оздоровительного характера взрослого населения.;Основание футбольного поля с искусственным покрытием имеет дренаж &#40 щебень - наилучший дренажный материал&#41 , исключающий образование луж на поверхности футбольного поля при любых погодных условиях. Монтаж основания должен обеспечить однородность и равномерность слоёв конструкции основания, что даёт равномерную усадку основания по всей его площади и исключает возникновение неровных участков на поверхности футбольного поля. Система водоотвода, являющаяся составной частью конструкции основания, обеспечивает отвод воды с поверхности футбольного поля и из конструкции основания по принципу обратного фильтра. Отвод воды с поверхности футбольного поля обеспечивают высокие дренажные свойства самого искусственного покрытия, имеющего дренажные отверстия, количество и размеры которых определяют его пропускную способность. Щебёночное основание выполнено трёхслойным, где каждый последующий слой расклинивает и частично выравнивает предыдущий. Под щебёночное основание укладывается геотекстиль &#40 синтетический нетканый материал&#41 , который монтируется на грунтовое основание. Геотекстиль армирует всю конструкцию в целом, а также предотвращает процесс диффузии слоёв, что может вызвать возникновение неровных участков на поверхности футбольного поля.;Пермский край, г. Чусовой, ул. Сивкова, 8/а;57658101;Развитие ФК и спорта в РФ (2006-2015);строительство;31.10.2012;31.07.2015;21870080;Директор МБОУ ДОД ДЮСШ по футболу «Олимп» - Орёл Николай Викторович;8(34256)43209;08:00-20:00;sportschool-olimp@yandex.ru;;футбольное поле ;мини-футбол, футбол;57.8185;58.2652;14;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21393
21427;ФОК с универсальным игровым залом;Y;Объект предназначен для проведения уроков физического воспитания, тренировок, соревнований профессиональных и любительских команд, а также для свободного посещения жителей близлежащих домов. Строительство объекта способствует формированию здорового образа жизни, повышению здоровой культуры населения, развитию массового спорта, в первую очередь детского. Объект формирует сферу общения людей.;Применение на футбольном поле покрытия из искусственной травы «Euro Grass M40», на беговых дорожках и спортивных площадках резиновой крошки «Мастерфайбер-спорт».;Пермский край, с. Гамово, ул. 50 лет Октября, 14;57646437;Развитие ФК и спорта в РФ (2006-2015);строительство;15.04.2013;29.05.2015;43611110;Директор МУФКиС «Красава» - Катаев Артем Георгиевич;8(342) 254 30 51;09:00-22:00;dskrasava@mail.ru;;многофункциональный спортивный комплекс;баскетбол, волейбол, лёгкая атлетика, лыжные гонки, мини-футбол, футбол;56.0957;57.8698;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21427
21462;Крытый каток с ледовым покрытием;Y;Организация спортивных детских классов и секций по хоккею и фигурному катанию  секции шортрека  массового катания  проведения соревнований и спортивных мероприятий, праздников  трибуны для зрителей на 180 мест  прокат коньков  заточка коньков  информационное видео табло  оборудованный радиоузел  фастфуд  оборудованный современный меж школьный стадион  современная система видеонаблюдения и билетно-кассовая система  автостоянка  прозрачный фасадный витраж, позволяющий просматривать арену катка с улицы. Всё это способствует рациональному и современному развитию здорового образа жизни города и района. Привлечению жителей всех слоёв населения к спорту и спортивному досугу.;Деревянные фермы, выполненные по новейшим технологиям  экономичные системы вентиляции, холодоснабжения арены и светодиодное освещение   профессиональная система судейства, включающая звук, видео табло, электронное табло для судей, ППС, БКС  профессиональное оборудование для подготовки льда льдозаливочная машина  бортоподрезная машина  хоккейные борта с остекленным периметром. Система вентиляции, кондиционирования и замораживания льда;Пермский край, г. Чайковский, пр-т Победы, 2/б;57654101;Развитие ФК и спорта в РФ (2006-2015);строительство;15.10.2012;30.09.2015;201310000;Директор спортивного объекта - Гражданкин Артем Анатольевич;8(34241)25-655,8(34241)25467;;temp_chaik@mail.ru;;арена ледовая;конькобежный спорт, фигурное катание, хоккей;54.1468;56.7643;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21462
21672;Стадион-площадка;Y;Комплекс позволил увеличить количество спортсменов, занимающихся спортом, привлечь большее количество людей к здоровому образу жизни.;Плоскостное специализированное сооружение с трибунами на 100 мест.;Астраханская область, с. Волжское, ул. Победы,18;12640412;Развитие ФК и спорта в РФ (2006-2015);строительство;;30.12.2014;10000000;Начальник отдела инвестиционной политики - Морикова А.М.;(8512) 495500;;mail@starcomplex.ru;;стадион;баскетбол, лёгкая атлетика, мини-футбол;47.8611;46.6544;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21672
21720;ФОК «Умка»;Y;Даты крупных соревнований и значимых событий: Проведение соревнований муниципального, регионального, всероссийского уровня. Подготовка обучающихся к соревнованиям данного уровня Всероссийские соревнования по боксу категории «А» памяти В. Емельянова  Чемпионат и Кубок области по баскетболу. Увеличение численности систематически занимающихся в Мурманской области на 7,8 &#37  в 2014 году.;Строительство велось с использованием типовых технологических решений.;Мурманская область, г. Мончегорск, ул. Ленина, 8/а;47715000;;строительство;17.01.2011;27.12.2013;0;Начальник организационно-аналитического отдела Комитета по физической культуре и спорту Мурманской области - Афанасьев Герман Михайлович ;;;afanasyev@gov-murman;;многофункциональный спортивный комплекс;баскетбол, волейбол, мини-футбол, теннис, футбол, художественная гимнастика;32.9427;67.97150000000001;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21720
21789;Физкультурно-оздоровительного комплекса с бассейном ;Y;- организация учебно-тренировочного процесса для учеников Башкирский кадетский корпус Приволжского федерального округа - для занятий спортом жителей города;Прямоугольное в плане здание, с размерами 57,0x30,0 м  На первом этаже здания комплекса предусмотрены: -вестибюль, гардероб для посетителей, комната охраны  кабинет врача, кладовая уборочного инвентаря и хранения дезсредств  комната дежурного слесаря, санузлы для посетителей и персонала  -блок универсального спортивного зала для спортивных игр &#40 зал 36х 18 м, инвентарная, две раздевальные с душевыми и санузлами для посетителей&#41   -сокобар с залом на 10 посадочных мест и помещением подготовки продуктов к продаже  -блок помещений бассейна: мужская и женские раздевальные с душевыми и санузлами, зал ванны бассейна, комната тренера и дежурной медсестры  лаборатория анализа воды с помещением подготовки раствора. На втором этаже размещены: -гимнастический зал с инвентарной, тренажёрный зал, мужская и женские раздевальные с душевыми и санузлами  тренерская с гардеробной, душевой и санузлом  подсобное помещение  - кабинеты администрации и бухгалтерии, административное помещение  комната для приёма пищи персонала, кладовая уборочного инвентаря, санузел персонала, технические помещения  -второй свет залов бассейна и спортзала.;Республика Башкортостан, г. Ишимбай, ул. Лермонтова, 28;80631101;Развитие ФК и спорта в РФ (2006-2015);строительство;13.01.2014;31.08.2015;158400000;ММПС РБ;;;mmpsvg@mail.ru;http://uksrb.ru/objects/784/;многофункциональный спортивный комплекс;единоборства (разное), лёгкая атлетика, плавание;56.0584;53.4421;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21789
21800;Футбольное поле для ДЮШ по футболу №9 «Восход»;Y;Плоскостное сооружение открытого типа. Подробное описание объекта с точки зрения его общественной значимости: Развитие спорта в микрорайоне.;Устройство основания под футбольное поле, укладка искусственного газона;Республика Башкортостан, г. Уфа, ул. Союзная, 1;80701000;Развитие ФК и спорта в РФ (2006-2015);строительство;;01.11.2010;17382000;ММПС РБ;(347) 255­00­83;9:00-18:00;mmpsvg@mail.ru;;футбольное поле ;футбол;55.8836;54.7813;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21800
21908;Физкультурно-оздоровительный комплекс;Y;Подробное описание объекта с точки зрения его социальной значимости: Открытие  нового  ФОК  состоялось  13  августа  2013  г. в  р.п.Светлый  Яр.  Мероприятие  стало  ярким  событием  не  только  для   жителей  поселка,  но  и  для  спортсменов  всего  Светлоярского  района.  С  момента  открытия  нового  спортивного  учреждения  у  жителей  района  отпала  необходимость  возить  детей  в  Красноармейский  р-н  г.Волгограда.  Дополнительную  площадку  для  занятий  спортом  получили  уч-ся  Светлоярской ДЮСШ .  На  сегодняшний  день    в  стенах  ФОК  ежедневно  занимается  свыше  150  чел.  Даты крупных соревнований   и значимых событий: районные  сельские  игры  открытый  турнир  по дзюдо  среди мальчиков 2003-2004г.р.  мл.юношей  2001-2002г.р.,  юношей 1999-2000 г.р.  фестиваль  восточных  единоборств  Спартакиада  жителей  ТОС  на  кубок  главы  Светлоярского  района  открытый  турнир  по  гандболу  на  кубок  главы  Светлоярского  района  открытый  турнир по  тхэквандо.;В  проекте  использованы  типовые технологические решения.;Волгоградская  область, пгт Светлый Яр, мкр. 1, 1/б;18649151;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2008;26.12.2013;17500000;Меликян  А.С., Семененко  А.С.;;08:30-21:00;M_Chernov@volganet.ru;;многофункциональный спортивный комплекс;бадминтон, волейбол, восточное боевое единоборство, гандбол, мини-футбол, настольный теннис, спортивная гимнастика, фитнес-аэробика, шахматы, шашки;44.7749;48.4764;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21908
21949;Стадион ДЮСШ «Фаворит»;Y;Стадион, на территории которого размещены открытые физкультурно-оздоровительные сооружения, а именно: • поле для игры в хоккей на траве, как основное использование. Данное поле можно использовать для игры в футбол при замене ворот на футбольные 91,4 х 55 м  • площадка для игры в хоккей с шайбой на льду. В летнее время данную площадку можно использовать для игр в волейбол, баскетбол или теннис, общей площадью 38 х 18 м • детская спортивно-игровая площадка представляет собой площадку, ориентированную на активный отдых детей двух основных возрастных групп: 3-6 лет и 7-13 лет. Даты крупных соревнований и значимых событий: 09 мая 2015 г. &#40 в рамках торжественного открытия стадиона&#41  турнир по хоккею на траве среди девушек, посвященный 70-ой годовщине Победы в Великой Отечественной войне.;Проектное решение выполнено в соответствии с установленными обязательными технологическими требованиями и исходя из сложившейся градостроительной ситуации. Технологическая схема размещения полей отвечает всем существующим нормам и правилам.;Ленинградская область, г. Выборг, ул. Выборгская, 27;41615101;Развитие ФК и спорта в РФ (2006-2015);реконструкция;18.06.2014;19.12.2014;54322178;Заместитель начальника отдела спорта комитета спорта, культуры и молодежной политики администрации муниципального образования «Выборгский район» Ленинградской области - Елена Алексеевна Никифоренко;8(81378)316-00;;sportotdel_vbg@mail;http://www.favorit-detsport.com/;стадион;бадминтон, баскетбол, волейбол, футбол, хоккей, хоккей на траве;28.7431;60.707;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21949
21970;Открытый конькобежный стадион с искусственным льдом;Y;В городе отсутствуют спортивные объекты для занятия конькобежным спортом, соответствующие требованиям для проведения соревнований уровня Чемпионата России, а также международного уровня. Объект не имеет аналогов на территории Санкт-Петербурга.;Строительство велось с использованием типовых технологических решений.;г. Санкт-Петербург, ул. Демьяна Бедного, участок 1 (южнее дома 21, литера А, по улице Демьяна Бедного);40334000;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2013;26.12.2015;652970000;Ведущий специалист отдела развития материальной базы и строительства Комитета по физической культуре и спорту - Гагонин Евгений Сергеевич ;;;gagonin@kfis.spb.ru;;овал конькобежный;конькобежный спорт, фигурное катание, флорбол, хоккей;30.3815;60.0346;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21970
21980;Многофункциональный спортивный комплекс «Центр физической культуры, спорта и здоровья»;Y;Привлечение населения к регулярным занятиям физической культурой и спортом, в 18 секциях на безвозмездной основе осуществляют тренировочную деятельность 1680 человек. Для популяризации физической культуры и спорта в районе Центром ежегодно проводится более 200 спортивно – массовых мероприятий.  Большое внимание уделяется в районе физической культуре лиц с ограниченными возможностями и инвалидов. Центр совместно                             с организациями района, занимающимися работой с данной категорией граждан – это Местное районное отделение «Всероссийского общества инвалидов», Психоневрологический интернат, Центр реабилитации инвалидов, коррекционные образовательные учреждения района.;Применение купола из воздухоопорной оболочки размером 72х36 м в качестве покрытия спортивного комплекса &#40 высота купола 12 м&#41 . Конструкция воздухоопорного сооружения состоит из мембранной оболочки и стабилизирующей сетчатой системы из стальных канатов протектированных полимерной оболочкой.;г. Санкт-Петербург, ул. Здоровцева, 8/а;40356000;Развитие ФК и спорта в РФ (2006-2015);строительство;16.01.2006;24.12.2009;155170000;Ведущий специалист отдела развития материальной базы и строительства Комитета по физической культуре и спорту - Гагонин Евгений Сергеевич ;;09:00-21:00;gagonin@kfis.spb.ru;www.sportkr.ru;многофункциональный спортивный комплекс;баскетбол, бодибилдинг, бокс, волейбол, вольная борьба, гандбол, дзюдо, каратэ, мини-футбол, рукопашный бой, самбо, танцевальный спорт, тхэквондо, ушу, фехтование, фитнес-аэробика, флорбол, шахматы;30.1637;59.8401;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=21980
22169;Профессиональное училище № 2;Y;Спортивный зал необходим для повышения мотивации в развитии физической культуры, массового спорта и здорового образа жизни среди сельской молодежи и детей всего Усть-Коксинского района. Для проведения занятий и тренировок по физической культуре обучающихся образовательных учреждений.;При проведении реконструкции были применены современные технологии по утеплению здания, проведению водопровода, канализации  и отопления. ;Республика Алтай, с. Усть-Кокса, ул. Строительная, 13;84640475;Развитие ФК и спорта в РФ (2006-2015);реконструкция;11.01.2010;28.12.2015;15500000;Директор спортивного объекта - Лукьянова Н.С.;388-48-22-5-07;;;;зал спортивный;баскетбол, волейбол, единоборства (разное), лёгкая атлетика, настольный теннис, общая физическая подготовка, художественная гимнастика;85.6211;50.277;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=22169
22234;Футбольное поле с искусственным покрытием;Y;Футбольное поле предназначено для проведения учебно-тренировочных процессов и спортивных мероприятий,  развития детско-юношеского и массового футбола.  Увеличение граждан регулярно занимающихся футболом, футбол для инвалидов, лиц с ограниченными возможностями здоровья и других групп населения;Строительство велось с использованием типовых технологий.;Республика Дагестан, с. Эндирей, ул. Радуга, 1;82654409;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2014;;16221000;Главный специалист - Нурудинов Мурад Вагабудинович ;;;676392@mail.ru;;футбольное поле ;мини-футбол, футбол;46.661;43.1831;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=22234
22240;ДЮСШ по футболу;Y;По программе развития футбола Российского футбольного союза приобретено и установлено искусственное футбольное покрытие. Реконструкция данного спортивного сооружения позволит проводить в Иркутске  соревнования различного уровня на высоком организационном уровне. Приобщить населения к занятиям физической культурой и спортом.    - проведение  занятий воспитанников ОСДЮСШ по футболу и ДЮСШ  «Рекорд»  - проведение спортивных мероприятий среди школ Иркутска и Иркутской области  - проведение соревнований городского, областного, регионального уровней  - обеспечение доступа к местам занятий ФК и спорта для населения города  - обеспечение доступа к местам занятий ФК и спорта для организаций и предприятий города. ;Строительство велось с использованием типовых технологий.;Иркутская область, г. Иркутск, бул. Рябикова, 13/г;25701000;Развитие ФК и спорта в РФ (2006-2015);строительство;14.01.2013;;11257000;Заместитель директора ОСДЮСШ по футболу - Варнаков Олег Андреевич;8(3952)592-162;08:00-20:00;Fsio.irk@yandex.ru;;футбольное поле ;футбол;104.2016;52.2687;14;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=22240
22251;ДЮСШ по футболу «Металлург»;Y;Обновленный  стадион «Металлург» стал новым импульсом для развития футбола &#40 особенно детского&#41 , как в нашем городе, так и в регионе. Футбольное поле с искусственным покрытием - результат реализации государственной программы «Развитие физической культуры и спорта на 2006-2015 годы» с участием регионального и городского бюджета. Кроме того запуск в эксплуатацию футбольного поля с искусственным покрытием и легкоатлетическими дорожками позволил решить проблемные вопросы по развитию футбола и легкой атлетики в Центральном округе города Братска,   связанные с обеспечением и созданием комфортных климатических, доступных и современных условий для занятий футболом и легкой атлетикой, проведением соревнований различного уровня. Главным результатом реализации этого совместного проекта  стала популяризация футбола, улучшение инфраструктуры и материально-технической базы ДЮСШ, а также массового  и профессионального футбола. Значительно увеличилось количество братчан, приходящих на стадион. Многие городские организации и предприятия пользуются услугами стадиона для организации занятий и игр по футболу. Футбол объединяет людей различных возрастных и социальных категорий, способствует росту патриотизма братчан. Сегодня в городе футболом занимаются свыше тысячи братчан, начиная от младших школьников и до ветеранов, стоявших у истоков братского футбола. Ежегодно в городе проводится более 30 городских и областных мероприятий, связанных с этим видом спорта. Футбольная школа  &#40 ДЮСШ по футболу при  МАУ ФК «Сибиряк»&#41  – одна из самых многочисленных в городе, ее посещает более 600 детей. Даты крупных соревнований и значимых событий:  С 2010 по 2014 год проходили домашние игры футбольного клуба «Сибиряк» в Первенстве России по футболу II дивизиона зоны «Восток» С 2014 года и по настоящее время проводится игры Первенства России по футболу среди любительских футбольных команд 3-го дивизиона зоны «Сибирь». Первая лига/Высшая лига.   Ежегодно с мая по октябрь. Летнее первенство города Братска по футболу среди КФК. Первая лига/Высшая лига. Ежегодно с декабря по март. Зимнее первенство города Братска по футболу среди КФК. Ежегодно апрель-май. Первенство города Братска по футболу на приз клуба «Кожаный мяч». Ежегодно июнь-август. Первенства города по футболу Братска среди дворовых команд. Июнь 2012. 2-й региональный этап Международного фестиваля «Локобол-2012» по футболу среди юношей 2001-2003гг.р. 2012.Первенство России МОО СФФ «Сибирь по футболу среди юношей 1993-94гг.р. 03.07.2011.Товарищеский матч по футболу среди сборных команд ветеранов футбола г. Братска и сборной СССР-России. 12 июня 2011-2013гг.Спортивный праздник, посвященный Дню России.;Искусственное покрытие для футбольного поля является очень популярным  в связи с тем, что это покрытие обладает огромным количеством преимуществ. В первую очередь, искусственное поле не требует тщательного ухода и выполнения восстановительных работ  специальная дренажная система способствует быстрому уходу дождевой воды, без образования луж  не требуется приобретение и применение специальной техники Данное покрытие долговечное и надежное, потому что во время длительного времени использования оно не втаптывается и не выбивается, а также не теряет своего цвета. Технология укладки искусственной травы на футбольных полях по техническим характеристикам приближает ее к параметрам натуральных газонов. Покрытие имеет высокие технические характеристики - обеспечивает хороший отскок мяча, не затрудняет его скольжение, что позволяет раскрыть и улучшить игровые свойства спортсменов  обладает хорошей эластичностью и упругостью, что обеспечивает долговечность покрытия, а также снижает уровень вероятного травматизма.;Иркутская область, г. Братск, ул. Комсомосльская, 35/а;25714000;Развитие ФК и спорта в РФ (2006-2015);реконструкция;10.08.2009;27.09.2011;25450000;Заместитель директора МАУ ФК «Сибиряк» - Бойцова Анастасия Владимировна;457-472, 414-054;;mypark@mail.ru;http://fcsibiryak.ru/;стадион;лёгкая атлетика, мини-футбол, футбол;101.612;56.1576;15;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=22251
22283;Модульный бассейн на территории Дворца спорта «Юность»;Y;Введение в эксплуатацию нового модульного бассейна имеет высокую социальную значимость для города Иркутска и Иркутской области. Организация учебно-тренировочного процесса ведущими специалистами по плаванию региона позволило: •привлечь более 500 детей и подростков города Иркутска к систематическим занятиям спортивным плаванием  •осуществлять учебно-тренировочный процесс с обучающимися в двух современных спортивных и тренажерном залах, бассейне, оснащенных новейшим специализированным оборудованием и инвентарем для пловцов  •подготовить: - трех членов юниорской сборной команды Российской Федерации  - четырех мастеров спорта России  - победителя первенств Европы 2013,2014 годов &#40 Пермякова Елизавета&#41 ,  международных азиатских игр 2013 года &#40 Брянский Алексей&#41   10 победителей первенств и этапов Кубков России, 30 победителей и призеров чемпионатов и первенств Сибирского федерального округа, более 50 чемпионов и рекордсменов Иркутской области  •организовать ежегодно проведение более 10 соревнований, в том числе всероссийского уровня, •провести 10 научно-практических конференций, семинаров спортивных судей, методических занятий по совершенствованию учебно-тренировочного процесса  •привлечь специалистов по спортивной медицине для медико-биологического сопровождения и улучшения учебно-тренировочного процесса по плаванию. Даты крупных соревнований и значимых событий: Российский уровень: •Всероссийские соревнования по плаванию  «Кубок Сибири»,  23-25 декабря 2014г. Региональный уровень: •Чемпионат и первенство Иркутской области, 07-09 февраля 2013г. •Первенство Иркутской области, 12-14 марта 2014г. Муниципальный уровень: •Открытое первенство г. Иркутска среди школьников, 19-20 октября 2012г. •Первенства г. Иркутска среди обучающихся  МБОУ, МАОУ г. Иркутска в рамках Спартакиады школьников, 19 апреля 2014 г., 15 апреля 2015г.;При строительстве модульного бассейна применены следующие значимые современные технологии:  •в системе  вентиляции -  - пластинчатые рекуператоры для режима энергосбережения,  - осушители воздуха  и новые типы хладогентов для улучшения микроклимата в помещениях  •в системе водоподготовки  установлен озоногенератор для  улучшения качества воды   •в чаше бассейна, впервые в городе Иркутске,  применена гидроизоляция Mopelastic с линейным расширением до 5 мм и трехкомпонентный заполнитель для швов керамической плитки Kerapocsu с высокой стойкостью к агрессивным средам для более длительной и качественной эксплуатации бассейна.;Иркутская область, г. Иркутск, ул. Некрасова, 4/2;25701000;Развитие ФК и спорта в РФ (2006-2015);строительство;20.10.2010;29.12.2011;175070000;Заместитель директора по учебно-воспитательной работе - Хадеева Наталья Николаевна;;08:00-21:00;dvorecunost@bk.ru;www.dvorecunost.ru;бассейн;плавание;104.2838;52.2884;16;http://objects.minsportfcp.ru/objects/detail/gallery.php?ID=22283
